01012000,-4.0,5.0
02012000,-5.0,5.1
03012000,-5.0,7.7
04012000,-3.0,9.7
05012000,-0.8,9.0
06012000,-3.1,10.0
07012000,-2.2,8.8
08012000,-3.4,8.5
09012000,-2.5,5.5
10012000,-1.3,4.9
11012000,-1.0,4.2
12012000,-3.0,5.0
13012000,-5.6,3.0
14012000,-1.3,3.6
15012000,-2.0,8.1
16012000,-4.1,5.2
17012000,-0.6,13.0
18012000,3.0,21.7
19012000,-1.0,13.8
20012000,-3.0,10.8
21012000,-2.2,19.4
22012000,-0.8,7.5
23012000,0.3,11.3
24012000,-1.4,5.2
25012000,-5.0,4.6
26012000,-7.2,4.9
27012000,-6.0,9.0
28012000,-2.8,8.0
29012000,-4.0,4.0
30012000,-2.9,16.0
31012000,-0.1,15.0
01022000,-0.5,9.5
02022000,6.6,8.5
03022000,4.8,10.0
04022000,3.0,11.3
05022000,1.0,11.1
06022000,0.6,10.6
07022000,-1.0,14.9
08022000,4.8,10.2
09022000,5.0,14.0
10022000,1.0,15.8
11022000,-0.2,9.5
12022000,1.0,14.1
13022000,-2.0,13.5
14022000,-0.3,15.0
15022000,1.5,13.2
16022000,4.9,10.9
17022000,2.7,13.6
18022000,0.7,14.2
21022000,2.5,12.0
22022000,1.8,11.7
23022000,-0.9,11.3
24022000,-3.0,12.7
25022000,-0.1,12.9
26022000,1.9,12.2
27022000,4.0,15.9
28022000,0.1,15.3
29022000,7.0,9.4
01032000,6.0,9.0
02032000,4.0,16.7
03032000,-0.7,17.2
04032000,2.7,17.9
05032000,1.8,16.0
06032000,1.0,15.3
07032000,-0.4,15.8
08032000,1.7,19.7
09032000,9.9,25.6
10032000,9.5,21.3
11032000,6.1,20.0
12032000,4.6,17.1
13032000,6.0,19.9
14032000,3.7,20.6
15032000,4.6,21.2
16032000,2.8,23.0
17032000,2.7,21.0
18032000,5.9,16.1
19032000,5.0,17.7
20032000,5.0,14.5
21032000,1.9,18.0
22032000,2.2,21.0
23032000,2.3,18.4
24032000,8.1,14.0
25032000,10.0,16.3
26032000,9.0,15.3
27032000,6.5,9.5
28032000,4.2,11.0
29032000,5.0,15.1
30032000,4.3,17.1
31032000,3.2,17.3
01042000,7.0,15.7
02042000,3.4,17.4
03042000,9.0,10.2
04042000,8.2,12.0
05042000,6.3,20.6
06042000,6.1,20.6
07042000,8.0,17.8
08042000,3.9,20.2
09042000,7.7,15.8
10042000,9.0,13.0
11042000,9.0,15.9
12042000,9.0,19.5
13042000,8.0,18.3
14042000,10.3,18.4
15042000,10.7,18.6
16042000,9.0,16.5
17042000,10.2,12.0
18042000,8.0,12.2
19042000,7.8,21.0
20042000,11.6,25.3
21042000,9.5,28.0
22042000,10.9,28.0
23042000,11.6,24.0
24042000,12.0,21.0
25042000,9.0,24.7
26042000,9.9,23.7
27042000,10.8,22.6
28042000,14.0,18.7
29042000,14.0,20.0
30042000,14.0,25.5
01052000,11.2,27.6
02052000,14.4,25.1
03052000,13.6,27.2
04052000,13.6,27.4
05052000,13.0,25.5
06052000,14.7,22.0
07052000,14.6,20.4
08052000,15.0,22.4
09052000,13.7,24.4
10052000,17.6,24.9
11052000,18.8,26.0
12052000,16.0,25.0
13052000,14.8,26.8
14052000,16.0,26.4
15052000,14.9,28.0
16052000,15.5,28.5
17052000,14.8,29.1
18052000,15.5,27.0
19052000,17.0,28.2
20052000,14.0,26.4
21052000,14.0,23.5
22052000,15.8,28.0
23052000,13.2,26.0
24052000,15.9,27.6
25052000,16.8,30.1
26052000,17.4,30.0
27052000,16.8,27.7
28052000,18.0,26.0
29052000,17.6,29.6
30052000,16.0,21.8
31052000,14.7,29.0
01062000,18.0,28.5
02062000,17.7,29.5
03062000,18.4,31.3
04062000,19.6,32.8
05062000,19.4,32.0
06062000,19.0,29.3
07062000,16.2,28.5
08062000,18.7,29.2
09062000,17.1,31.8
10062000,20.4,30.7
11062000,19.0,23.0
12062000,18.4,30.0
13062000,20.0,27.4
14062000,18.3,30.4
15062000,18.6,31.0
16062000,17.8,31.6
17062000,19.0,28.6
18062000,17.0,28.0
19062000,15.0,30.5
20062000,15.8,33.0
21062000,15.2,32.9
22062000,17.8,32.2
23062000,18.0,30.7
24062000,16.6,29.3
25062000,18.0,28.1
26062000,17.0,28.4
27062000,17.0,30.2
28062000,18.0,30.8
29062000,16.0,29.0
30062000,19.3,30.4
01072000,18.4,30.2
02072000,21.9,32.0
03072000,21.1,30.9
04072000,23.0,33.2
05072000,19.1,33.4
06072000,18.9,32.9
07072000,20.9,33.4
08072000,18.0,34.9
09072000,14.1,29.2
10072000,16.5,25.8
11072000,13.0,26.2
12072000,12.0,25.6
13072000,11.8,27.6
14072000,14.7,26.1
15072000,12.6,28.9
16072000,12.0,27.3
17072000,13.5,28.3
18072000,14.3,29.4
19072000,16.0,30.4
20072000,18.3,29.3
21072000,17.4,30.0
22072000,17.8,30.4
23072000,20.1,30.4
24072000,19.0,26.0
25072000,18.4,30.3
26072000,18.8,31.3
27072000,18.7,32.0
28072000,20.0,32.0
29072000,15.0,31.9
30072000,14.6,31.4
31072000,18.0,32.1
01082000,18.2,33.1
02082000,18.6,32.6
03082000,19.5,27.6
04082000,17.0,22.0
05082000,15.9,20.0
06082000,16.0,25.0
07082000,14.8,30.0
08082000,16.3,30.5
09082000,19.2,30.0
10082000,18.8,31.0
11082000,20.6,32.5
12082000,21.0,32.3
13082000,20.0,29.3
14082000,19.0,32.9
15082000,19.8,33.5
16082000,21.0,33.0
17082000,23.0,34.1
18082000,20.6,33.1
19082000,21.6,34.3
20082000,21.0,35.0
21082000,19.1,31.0
22082000,20.0,33.3
23082000,20.0,34.0
24082000,18.5,33.2
25082000,18.2,34.5
26082000,17.8,32.2
27082000,20.0,29.0
28082000,17.4,29.5
29082000,19.0,29.0
30082000,18.3,25.6
31082000,17.0,24.1
01092000,15.0,30.0
02092000,16.5,29.0
03092000,14.1,28.9
04092000,15.0,27.7
05092000,12.0,27.0
06092000,14.2,27.0
07092000,16.1,28.7
08092000,14.0,27.1
09092000,12.6,26.2
10092000,13.0,29.1
11092000,14.0,30.0
12092000,14.4,30.2
13092000,16.0,30.1
14092000,17.6,30.0
15092000,18.3,30.6
16092000,20.0,28.7
17092000,14.4,28.9
18092000,16.9,25.3
19092000,17.5,24.7
20092000,18.0,24.1
21092000,14.7,25.4
22092000,9.3,27.2
23092000,12.0,25.4
24092000,16.0,23.8
25092000,14.9,25.2
26092000,15.8,26.0
27092000,17.0,26.1
28092000,16.8,25.3
29092000,17.6,23.2
30092000,17.0,19.2
01102000,14.0,19.3
02102000,12.0,20.0
03102000,13.0,21.8
04102000,12.8,22.1
05102000,17.0,25.0
06102000,14.0,20.0
07102000,10.0,21.6
08102000,6.8,22.1
09102000,10.5,20.7
10102000,12.0,14.0
11102000,12.0,15.0
12102000,14.1,17.0
13102000,15.3,21.7
14102000,17.0,22.0
15102000,14.0,19.0
16102000,13.6,17.2
17102000,12.0,18.4
18102000,10.0,20.3
19102000,9.0,19.0
20102000,11.0,19.6
21102000,11.0,18.5
22102000,9.8,19.0
23102000,9.0,18.5
24102000,7.9,20.2
25102000,12.6,17.3
26102000,12.0,18.5
27102000,11.0,16.4
28102000,9.0,17.3
29102000,7.6,15.3
30102000,12.0,14.2
31102000,11.0,15.0
01112000,6.4,19.3
02112000,7.2,14.0
03112000,10.0,12.4
04112000,6.0,15.0
05112000,4.2,14.5
06112000,7.0,11.7
07112000,7.0,11.0
08112000,6.9,13.2
09112000,7.0,10.5
10112000,5.0,12.0
11112000,2.0,11.3
12112000,6.2,8.0
13112000,6.9,9.0
14112000,8.0,12.0
15112000,6.0,10.6
16112000,9.0,10.7
17112000,9.0,12.2
18112000,8.9,15.5
19112000,4.0,14.0
20112000,4.0,9.0
21112000,6.0,12.9
22112000,4.9,12.1
23112000,8.5,10.3
24112000,6.0,10.0
25112000,5.6,12.2
26112000,4.4,12.6
27112000,2.0,12.6
28112000,2.3,13.0
29112000,0.6,11.3
30112000,3.0,11.7
01122000,1.5,11.3
02122000,7.0,8.2
03122000,6.7,10.3
04122000,8.4,12.7
05122000,8.0,10.0
06122000,7.8,10.1
07122000,8.8,10.0
08122000,9.0,10.5
09122000,10.0,12.2
10122000,8.0,13.2
11122000,4.8,15.4
12122000,6.7,10.1
13122000,8.1,11.6
14122000,8.0,9.6
15122000,7.0,10.1
16122000,2.0,13.3
17122000,-0.4,9.4
18122000,-1.4,10.0
19122000,-1.2,9.5
20122000,1.5,7.0
21122000,3.0,6.5
22122000,-1.2,7.6
23122000,-4.0,5.0
24122000,-5.0,0.3
25122000,-0.7,2.0
26122000,0.8,4.8
27122000,1.4,5.1
28122000,1.0,9.5
29122000,1.3,6.5
30122000,-1.6,9.0
31122000,-2.0,10.0
01012001,1.9,7.3
02012001,1.0,4.2
03012001,0.9,5.6
04012001,-0.2,3.0
05012001,1.0,4.0
06012001,2.5,5.2
07012001,4.2,7.0
08012001,4.9,9.0
09012001,2.0,13.0
10012001,4.1,8.0
11012001,5.7,7.3
12012001,5.9,8.4
13012001,3.0,7.4
14012001,-0.1,4.3
15012001,-2.0,5.0
16012001,-3.5,5.9
17012001,-2.1,3.0
18012001,-0.8,4.2
19012001,1.8,7.3
20012001,2.0,11.0
21012001,-2.0,11.2
22012001,1.3,6.3
23012001,4.0,6.3
24012001,4.9,6.3
25012001,4.8,6.3
26012001,5.0,9.0
27012001,4.0,7.5
28012001,3.5,8.0
29012001,2.6,12.0
30012001,2.4,11.6
31012001,1.8,11.2
01022001,-0.3,11.4
02022001,-2.3,9.5
03022001,-1.9,8.3
04022001,-0.9,7.0
05022001,4.0,9.5
06022001,4.0,8.0
07022001,6.7,9.2
08022001,6.9,9.5
09022001,7.9,10.4
10022001,6.0,17.3
11022001,2.0,17.3
12022001,1.3,15.2
13022001,3.0,15.9
14022001,5.0,15.1
15022001,2.0,14.3
16022001,1.2,16.1
17022001,0.7,11.6
18022001,1.7,16.0
19022001,3.2,14.0
20022001,-1.2,11.6
21022001,1.9,13.5
22022001,5.0,21.0
23022001,1.3,20.1
24022001,4.0,10.0
25022001,2.0,7.4
26022001,-1.0,10.6
27022001,-0.7,5.8
28022001,1.0,5.0
01032001,1.0,9.3
02032001,-0.9,5.3
03032001,1.0,5.0
04032001,3.6,8.2
05032001,5.9,15.2
06032001,7.7,16.3
07032001,7.9,12.0
08032001,6.7,9.0
09032001,5.8,15.1
10032001,4.0,12.2
11032001,3.5,13.6
12032001,9.7,12.0
13032001,9.0,20.3
14032001,3.5,21.3
15032001,5.6,20.1
16032001,11.0,15.6
17032001,10.0,11.3
18032001,6.0,17.5
19032001,10.0,20.6
20032001,7.8,21.1
21032001,9.0,15.0
22032001,12.0,23.0
23032001,7.0,23.0
24032001,9.0,19.1
25032001,13.0,21.2
26032001,8.0,22.1
27032001,7.3,20.7
28032001,8.0,10.2
29032001,9.0,11.1
30032001,7.6,13.2
31032001,7.0,20.2
01042001,8.0,20.0
02042001,7.7,20.3
03042001,6.8,21.0
04042001,9.7,17.3
05042001,7.0,19.0
06042001,6.2,20.5
07042001,7.0,12.0
08042001,6.4,19.4
09042001,9.0,21.4
10042001,7.3,17.2
11042001,9.0,13.0
12042001,7.5,20.5
13042001,5.9,20.5
14042001,5.0,14.1
15042001,3.1,16.4
16042001,8.0,17.6
17042001,3.7,19.6
18042001,8.0,15.8
19042001,7.0,17.1
20042001,8.0,14.5
21042001,5.0,10.0
22042001,5.4,17.1
23042001,6.0,15.8
24042001,4.6,22.4
25042001,12.1,16.0
26042001,10.7,23.1
27042001,10.0,22.1
28042001,9.1,24.2
29042001,9.9,24.6
30042001,14.0,21.2
01052001,10.1,24.7
02052001,13.6,25.9
03052001,15.0,24.0
04052001,14.0,17.0
05052001,12.6,21.1
06052001,14.0,23.8
07052001,14.7,24.3
08052001,15.8,26.8
09052001,15.3,25.1
10052001,13.4,25.4
11052001,14.4,25.5
12052001,13.0,27.3
13052001,14.7,25.4
14052001,13.0,22.0
15052001,13.3,16.6
16052001,13.7,21.4
17052001,13.3,22.5
18052001,14.0,25.8
19052001,9.2,24.6
20052001,9.9,23.7
21052001,13.0,16.2
22052001,12.8,24.1
23052001,14.5,24.6
24052001,17.3,26.6
25052001,15.5,28.0
26052001,13.3,28.9
27052001,14.9,30.2
28052001,18.4,32.3
29052001,18.3,33.9
30052001,19.0,32.3
31052001,18.5,31.4
01062001,17.0,30.0
02062001,14.0,23.3
03062001,12.6,24.4
04062001,7.6,25.3
05062001,11.7,27.1
06062001,15.0,23.7
07062001,12.9,28.2
08062001,14.9,26.7
09062001,18.8,26.8
10062001,18.5,26.0
11062001,14.0,26.0
12062001,11.0,25.6
13062001,12.8,27.1
14062001,14.0,30.0
15062001,15.8,30.2
16062001,18.0,28.6
17062001,14.4,30.0
18062001,13.4,27.8
19062001,16.0,30.2
20062001,13.6,28.7
21062001,15.1,31.6
22062001,17.6,29.7
23062001,17.7,32.0
24062001,19.9,33.3
25062001,21.3,33.0
26062001,21.7,32.8
27062001,22.3,32.1
28062001,20.0,28.7
29062001,18.0,32.0
30062001,20.0,32.5
01072001,21.5,33.0
02072001,20.0,31.5
03072001,19.0,32.6
04072001,19.0,27.9
05072001,21.0,31.6
06072001,21.8,30.9
07072001,18.0,27.4
08072001,16.0,32.4
09072001,17.9,32.3
10072001,20.7,29.0
11072001,18.8,32.0
12072001,19.5,31.4
13072001,19.8,30.5
14072001,21.1,31.9
15072001,20.0,29.6
16072001,17.4,28.3
17072001,15.8,28.9
18072001,17.7,26.8
19072001,18.0,29.6
20072001,16.5,27.8
21072001,14.1,30.3
22072001,15.1,31.2
23072001,17.7,32.8
24072001,18.5,32.0
25072001,18.9,31.9
26072001,19.5,33.9
27072001,20.5,34.2
28072001,21.0,32.5
29072001,21.2,34.0
30072001,19.2,34.4
31072001,23.0,34.3
01082001,22.4,35.3
02082001,22.7,35.1
03082001,22.8,32.8
04082001,21.0,32.5
05082001,19.9,33.5
06082001,17.6,30.1
07082001,18.8,32.0
08082001,21.4,31.0
09082001,21.9,31.0
10082001,19.9,31.8
11082001,17.4,26.5
12082001,16.0,28.0
13082001,16.0,30.8
14082001,18.1,33.0
15082001,18.1,33.8
16082001,19.0,34.6
17082001,21.0,33.4
18082001,18.7,33.0
19082001,19.4,33.3
20082001,20.6,30.9
21082001,17.7,32.6
22082001,19.0,33.1
23082001,19.1,35.0
24082001,21.0,34.7
25082001,22.0,33.7
26082001,22.1,35.9
27082001,20.8,35.9
28082001,20.6,35.0
29082001,21.0,34.8
30082001,18.0,27.1
31082001,15.0,23.7
01092001,13.9,18.4
02092001,12.0,26.9
03092001,13.8,28.7
04092001,15.0,25.6
05092001,13.0,27.0
06092001,12.0,27.7
07092001,10.9,29.0
08092001,14.0,29.3
09092001,16.0,26.1
10092001,8.7,24.5
11092001,7.9,25.5
12092001,8.3,26.0
13092001,12.5,24.5
14092001,12.0,20.2
15092001,8.8,24.9
16092001,10.5,24.6
17092001,8.1,24.0
18092001,7.3,22.2
19092001,11.0,21.2
20092001,11.7,21.8
21092001,11.1,24.0
22092001,15.0,19.3
23092001,14.0,16.2
24092001,15.2,19.0
25092001,12.0,21.8
26092001,8.4,24.3
27092001,10.7,23.7
28092001,11.0,24.3
29092001,10.8,19.4
30092001,13.0,22.0
01102001,10.7,25.2
02102001,16.8,22.7
03102001,14.0,25.2
04102001,17.0,20.7
05102001,17.0,23.0
06102001,13.7,24.8
07102001,18.0,21.0
08102001,16.8,23.9
09102001,14.6,25.1
10102001,15.0,24.6
11102001,11.4,26.6
12102001,12.1,26.0
13102001,11.7,26.0
14102001,11.8,25.0
15102001,11.2,23.4
16102001,11.8,21.4
17102001,9.7,22.3
18102001,10.6,21.1
19102001,13.5,20.8
20102001,15.0,18.0
21102001,12.0,21.4
22102001,8.7,22.5
23102001,11.2,19.0
24102001,12.0,20.2
25102001,9.0,19.5
26102001,9.4,16.5
27102001,9.3,17.9
28102001,8.0,14.3
29102001,9.0,17.2
30102001,9.4,14.0
31102001,11.2,16.4
01112001,8.0,19.3
02112001,7.0,18.0
03112001,3.7,17.1
04112001,2.7,16.3
05112001,2.2,14.5
06112001,5.0,12.6
07112001,4.0,14.4
08112001,6.8,9.0
09112001,3.8,10.0
10112001,3.6,10.4
11112001,5.0,8.3
12112001,6.1,11.4
13112001,9.0,13.2
14112001,8.0,14.3
15112001,1.0,11.0
16112001,-0.5,12.6
17112001,1.7,13.0
18112001,0.8,11.4
19112001,3.0,9.0
20112001,-0.3,10.9
21112001,2.4,4.7
22112001,2.3,8.9
23112001,0.6,12.0
24112001,-1.3,11.4
25112001,-3.0,10.7
26112001,-1.1,12.0
27112001,4.6,7.0
28112001,2.0,8.6
29112001,1.8,5.3
30112001,-0.5,10.7
01122001,1.9,10.0
02122001,3.0,6.8
03122001,2.0,6.3
04122001,2.5,6.7
05122001,0.7,7.0
06122001,1.0,11.4
07122001,-2.0,13.0
08122001,-2.2,8.5
09122001,-4.0,6.5
10122001,-3.1,8.2
11122001,-3.8,5.4
12122001,-3.9,2.7
13122001,-3.8,5.6
14122001,-6.0,2.7
15122001,-8.4,3.9
16122001,-7.5,5.3
17122001,-5.8,4.4
18122001,-7.0,4.8
19122001,-5.3,3.1
20122001,-2.0,5.7
21122001,-5.2,4.1
22122001,-3.3,6.1
23122001,-4.0,9.9
24122001,-7.4,6.0
25122001,-7.0,8.2
26122001,-2.5,6.6
27122001,-3.1,9.7
28122001,-6.4,9.0
29122001,-3.9,5.6
30122001,-2.3,10.7
31122001,-2.9,11.1
01012002,-6.0,8.4
02012002,-9.3,9.4
03012002,-5.0,5.4
04012002,-6.3,5.9
05012002,-7.0,6.2
06012002,-6.7,7.6
07012002,-4.3,5.0
08012002,-4.9,8.8
09012002,-6.2,8.9
10012002,-6.8,10.3
11012002,-6.3,10.3
12012002,-5.2,10.0
13012002,-6.2,9.1
14012002,-4.0,8.9
15012002,-6.2,5.8
16012002,-4.0,5.0
17012002,-7.5,4.9
18012002,-7.5,0.1
19012002,-9.2,3.4
20012002,-4.4,9.6
21012002,-2.8,11.1
22012002,1.2,4.2
23012002,1.0,4.0
24012002,1.2,5.0
25012002,-1.0,11.0
26012002,-0.7,11.4
27012002,2.0,12.8
28012002,0.5,7.0
29012002,2.0,4.3
30012002,1.0,7.3
31012002,4.6,6.5
01022002,5.0,8.0
02022002,2.0,7.0
03022002,-2.8,9.0
04022002,0.9,4.3
05022002,1.0,6.7
06022002,3.0,7.5
07022002,4.6,12.6
08022002,2.0,15.1
09022002,1.5,15.4
10022002,7.0,18.0
11022002,0.7,16.2
12022002,0.6,17.2
13022002,5.8,10.0
14022002,6.6,9.0
15022002,2.0,9.0
16022002,1.0,6.0
17022002,4.7,9.1
18022002,4.0,12.3
19022002,2.9,16.5
20022002,2.0,15.4
21022002,2.0,14.6
22022002,-2.0,13.3
23022002,-0.3,15.2
24022002,0.1,14.7
25022002,-1.0,16.1
26022002,2.0,10.3
27022002,6.8,9.0
28022002,6.0,14.0
01032002,5.0,12.5
02032002,8.0,10.2
03032002,5.0,13.2
04032002,2.0,16.8
05032002,3.9,14.4
06032002,8.1,12.5
07032002,8.7,18.2
08032002,4.3,17.3
09032002,4.8,18.0
10032002,5.8,22.0
11032002,4.6,20.2
12032002,4.0,19.5
13032002,4.9,20.3
14032002,5.8,16.0
15032002,8.0,18.0
16032002,4.0,19.5
17032002,8.0,18.4
18032002,8.4,21.0
19032002,9.9,20.4
20032002,9.0,27.0
21032002,7.6,27.0
22032002,12.7,23.8
23032002,9.0,17.5
24032002,1.3,18.2
25032002,-0.6,16.2
26032002,0.3,17.0
27032002,4.0,14.1
28032002,1.6,16.2
29032002,0.7,18.2
30032002,2.3,16.0
31032002,3.0,22.7
01042002,3.4,23.3
02042002,4.0,23.0
03042002,4.4,22.0
04042002,8.4,21.4
05042002,8.8,20.5
06042002,7.0,13.8
07042002,5.0,14.0
08042002,8.0,11.2
09042002,6.0,9.0
10042002,6.0,13.9
11042002,7.5,10.0
12042002,7.4,13.0
13042002,10.0,18.2
14042002,9.4,18.8
15042002,10.6,16.0
16042002,7.0,15.3
17042002,5.7,20.0
18042002,5.9,22.0
19042002,8.8,20.6
20042002,7.8,19.5
21042002,9.7,21.8
22042002,7.5,23.5
23042002,9.7,24.0
24042002,9.9,24.3
25042002,11.3,22.2
26042002,9.2,25.1
27042002,12.0,25.2
28042002,10.5,19.1
29042002,12.0,19.5
30042002,9.0,23.0
01052002,13.3,24.0
02052002,14.0,17.3
03052002,13.0,17.8
04052002,10.0,15.6
05052002,9.7,16.7
06052002,7.9,20.5
07052002,6.9,23.7
08052002,14.0,16.8
09052002,10.0,17.2
10052002,8.5,19.6
11052002,13.0,21.8
12052002,10.9,24.0
13052002,12.6,24.5
14052002,11.9,25.4
15052002,12.0,27.1
16052002,14.4,28.7
17052002,14.9,29.3
18052002,13.8,25.0
19052002,12.8,27.2
20052002,14.6,26.3
21052002,15.0,26.5
22052002,14.0,26.0
23052002,15.0,20.1
24052002,11.2,26.4
25052002,15.0,27.0
01062002,17.8,29.5
02062002,17.4,29.7
03062002,18.0,25.4
04062002,17.5,26.1
05062002,17.8,22.0
06062002,14.0,23.0
07062002,14.2,24.1
08062002,15.0,22.0
09062002,15.0,21.9
10062002,15.0,28.7
11062002,14.5,28.3
12062002,16.5,28.2
13062002,18.3,30.4
14062002,17.8,33.0
15062002,19.0,33.0
16062002,19.3,34.0
17062002,21.4,34.4
22062002,23.0,35.5
23062002,24.7,36.1
24062002,22.0,36.0
25062002,21.0,29.0
26062002,19.5,29.3
27062002,19.0,31.0
28062002,20.0,32.2
29062002,18.4,28.3
30062002,17.0,27.8
01072002,22.0,30.8
02072002,19.7,29.2
03072002,21.4,30.6
04072002,20.0,32.6
05072002,19.2,28.6
06072002,17.0,28.0
07072002,15.3,30.1
08072002,18.0,32.2
09072002,19.5,32.2
10072002,20.3,33.1
11072002,20.4,33.0
12072002,20.6,33.0
13072002,18.0,27.2
14072002,18.0,25.0
15072002,17.8,22.0
16072002,17.6,25.7
17072002,18.0,29.3
18072002,17.0,30.1
19072002,16.0,29.0
20072002,17.9,31.0
21072002,20.0,30.0
22072002,19.8,31.3
23072002,21.6,30.4
24072002,21.9,32.0
25072002,18.0,30.2
26072002,17.0,29.2
27072002,18.8,28.6
28072002,20.0,31.6
29072002,20.0,32.6
30072002,19.6,33.3
31072002,20.0,31.4
01082002,19.0,28.5
02082002,18.0,30.0
03082002,19.3,31.0
04082002,19.0,30.4
05082002,18.5,30.3
06082002,18.7,27.4
07082002,17.0,32.1
08082002,15.7,30.0
09082002,18.0,24.4
10082002,17.0,19.6
11082002,14.8,18.3
12082002,15.0,29.0
13082002,14.7,30.0
14082002,16.4,30.3
15082002,18.0,30.4
16082002,18.8,30.6
17082002,19.5,31.5
18082002,20.0,30.2
19082002,19.7,31.3
20082002,19.0,31.1
21082002,18.5,28.0
22082002,18.9,27.2
23082002,18.8,26.3
24082002,18.0,30.0
25082002,19.0,29.2
26082002,19.0,26.4
27082002,18.0,28.1
28082002,17.6,29.0
29082002,19.4,28.2
30082002,19.2,30.1
31082002,20.7,30.5
01092002,20.0,30.0
02092002,17.9,29.8
03092002,17.0,22.0
04092002,16.4,22.0
05092002,16.7,26.6
06092002,16.7,26.0
07092002,19.0,28.8
08092002,17.8,27.4
09092002,16.0,28.0
10092002,16.0,27.0
11092002,17.6,26.0
12092002,17.0,25.8
13092002,15.4,24.0
14092002,13.0,25.0
15092002,12.4,27.0
16092002,15.7,24.0
17092002,15.0,26.0
18092002,16.0,27.0
19092002,17.9,22.0
20092002,16.6,27.1
21092002,18.0,25.0
22092002,15.0,24.1
23092002,13.0,17.0
24092002,11.7,18.0
25092002,9.0,15.0
26092002,6.2,21.6
27092002,11.0,24.1
28092002,8.0,20.2
29092002,9.0,22.0
30092002,7.9,23.0
01102002,9.0,23.0
02102002,9.0,23.0
03102002,11.5,23.0
04102002,11.7,21.0
05102002,9.6,23.4
06102002,12.0,22.0
07102002,11.0,21.0
08102002,12.8,14.0
09102002,15.0,17.7
10102002,14.0,16.4
11102002,15.0,19.4
12102002,12.0,19.0
